カード名,R,型番,エキスパンション,21-01-30,21-01-31,21-02-01,21-02-02,21-02-03,21-02-04,21-02-05,21-02-06,21-02-07,21-02-08,21-02-09
クラッシュハンマー,_,012/023,SA炎,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
クラッシュハンマー,_,013/023,SA水,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
クラッシュハンマー,_,089/127,SD,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
クラッシュハンマー,_,012/020,sEK,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
グレートキャッチャー,U,052/064,SM11a,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
グレートキャッチャー,UR,078/064,SM11a,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500,1500,1500
グレートポーション,U,081/094,SM11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
くろおび,UR,069/054,SM10a,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
げんきのハチマキ,P,055/S-P,PROMO,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
げんきのハチマキ,_,103/127,SD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
鋼鉄のフライパン,UR,063/050,SM5+,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
こだわりハチマキ,UR,064/049,SM2+,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
こだわりメット,UR,111/095,SM8,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
しあわせタマゴ,U,057/060,S1H,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
しあわせタマゴ,_,104/127,SD,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
しまめぐりのあかし,U,085/095,SM12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しまめぐりのあかし,UR,116/095,SM12,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ジャイアントボム,U,084/094,SM11,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80,80,80
ジャイアントボム,UR,114/094,SM11,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ジャッジマンホイッスル,UR,117/095,SM9,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
しんかのおこう,_,013/023,SA炎,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,014/023,SA水,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,U,052/060,S1W,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,004/024,SB,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,010/021,SC炎,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,010/020,SC悪,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,090/127,SD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,159/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,M,159/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,013/021,sEF,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,013/020,sEK,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
しんかのおこう,_,010/021,sC2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
スイレンのつりざお,UR,073/049,SM11b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
スーパーポケモン回収,UR,062/051,SM3N,300.0,300.0,300.0,300.0,300.0,300.0,300.0,500.0,500,500,500
スマホロトム,_,011/021,SC炎,350.0,350.0,350.0,350.0,350.0,350.0,300.0,300.0,300,350,350
スマホロトム,_,011/020,SC悪,350.0,350.0,350.0,350.0,350.0,350.0,300.0,300.0,300,350,350
スマホロトム,_,011/021,sC2,350.0,350.0,350.0,350.0,350.0,350.0,300.0,300.0,300,350,350
そっくりベル,U,064/070,s2a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ダートじてんしゃ,UR,110/096,SM7,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ターボパッチ,U,090/100,s3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ターボパッチ,UR,118/100,s3,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ターボパッチ,_,161/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ターボパッチ,M,161/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
タッグコール,U,083/095,SM12,350.0,400.0,400.0,350.0,300.0,300.0,300.0,300.0,300,300,300
タッグコール,UR,115/095,SM12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
タッグスイッチ,UR,067/054,SM10a,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
たっぷりバケツ,U,063/070,s1a,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
たっぷりバケツ,_,092/127,SD,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
たっぷりバケツ,_,162/190,s4a,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
たっぷりバケツ,M,162/190,s4a,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
タフネスマント,U,092/100,s3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
タフネスマント,UR,094/076,s3a,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
タフネスマント,_,170/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
タフネスマント,M,170/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ツールスクラッパー,U,088/096,S2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ツールスクラッパー,UR,115/096,S2,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800,1800,1800
ツールスクラッパー,_,093/127,SD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ツールスクラッパー,_,163/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ツールスクラッパー,M,163/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
デンジャラスドリル,UR,064/052,SM8a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
電磁レーダー,UR,068/055,SM9a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
殿堂の書,P,SM-P,PROMO,650.0,650.0,650.0,650.0,2000.0,2000.0,2000.0,2000.0,2000,2000,2000
どくさいみん光線,U,063/070,BW7,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450
どくさいみん光線,プロモーション,175/BW-P,PROMO,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450
ともだちてちょう,C,054/066,SM5S,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ともだちてちょう,_,006/029,SMN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ともだちてちょう,P,272/SM-P,PROMO,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
ともだちてちょう,TR,091/094,SM11,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ともだちてちょう,P,329/SM-P,PROMO,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ともだちてちょう,P,406/SM-P,PROMO,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
ともだちてちょう,_,015/024,SA闘,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ともだちてちょう,P,031/S-P,PROMO,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000,8000,8000
ともだちてちょう,_,094/127,SD,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ドラゴンZドラゴンクロー,P,359/SM-P,PROMO,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
トレーナーズポスト,U,070/078,_,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
トレーナーズポスト,表記なし,102/131,CP4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250,250,250
トレーナーズポスト,表記なし,113/171,BESTXY,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
トレーナーズポスト,_,017/041,XY,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
にじいろのはな,P,388/SM-P,PROMO,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ねがいのバトン,UR,060/050,SM4A,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
ネストボール,UR,071/060,SM1M,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
ネストボール,TR,052/054,SM10a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ネットボール,UR,061/050,SM7b,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
のぞきみレッドカード,UR,076/066,SM5S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
のろいのおふだ,UR,063/050,SM7b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ハイパーボール,UR,071/060,SM1S,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000,8000,8000
ハイパーボール,TR,051/054,SM9b,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ハイパーボール,UR,058/051,BW8,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000,7000,7000
パソコン通信,R,058/059,BW6,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ハッスルベルト,UR,112/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
バトルコンプレッサー,U,079/088,_,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
バトルコンプレッサー,表記なし,114/171,BESTXY,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
バトルコンプレッサー,_,019/041,XY,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
バトルサーチャー,表記なし,009/018,_,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,UR,091/078,XY6,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
バトルサーチャー,表記なし,030/049,_,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,表記なし,032/049,_,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,表記なし,009/016,_,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,表記なし,105/131,CP4,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,表記なし,008/018,XY,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,表記なし,115/171,BESTXY,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,表記なし,013/020,XY,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
バトルサーチャー,_,020/041,XY,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
ビーストブリンガー,UR,067/054,SM9b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ビーストリング,UR,062/050,SM5+,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
火打石,UR,065/053,SM6a,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ビッグパラソル,U,066/070,s2a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ビッグパラソル,UR,086/070,s2a,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900,900,900
フィールドブロアー,UR,060/050,SM2K,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ふうせん,U,057/060,S1W,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,50,50,50
ふうせん,UR,075/060,S1W,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
ふうせん,_,105/127,SD,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,50,50,50
ふうせん,_,171/190,s4a,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,50,50,50
ふうせん,M,171/190,s4a,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,50,50,50
ふしぎなアメ,UR,066/051,SM1+,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500,6500,6500
ふしぎなアメ,ノーマル,071/080,LEGENDミラー,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ふしぎなアメ,ノーマル,071/080,LEGEND,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ふしぎなアメ,UR,086/076,BW9,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500,5500,5500
ふつうのつりざお,U,054/060,S1W,5.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ふつうのつりざお,UR,074/060,S1W,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ふつうのつりざお,_,164/190,s4a,5.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ふつうのつりざお,M,164/190,s4a,5.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ふっかつそう,UR,084/066,SM6b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
プレシャスボール,UR,113/094,SM11,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500,1500,1500
プレシャスボール,_,018/031,SMM,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
プレシャスボール,TR,092/095,SM12,50.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100,100,100
プレシャスボール,_,127/173,SM12a,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
望遠スコープ,U,091/100,s4,150.0,150.0,100.0,100.0,100.0,100.0,150.0,150.0,150,150,120
望遠スコープ,UR,120/100,s4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ぼうけんのカバン,UR,062/050,SM7b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ポケギア3.0,ノーマル,064/070,_,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ポケギア3.0,ノーマル,064/070,_,500.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ポケギア3.0,UR,069/055,SM9a,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ポケギア3.0,TR,092/094,SM11,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ポケナビ,UR,085/066,SM6b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ポケモンいれかえ,UR,079/070,XY5,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,15000
ポケモンいれかえ,UR,072/060,SM1M,20000.0,20000.0,20000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000,22000,22000
ポケモンいれかえ,ノーマル,064/070,_,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ポケモンいれかえ,ノーマル,064/070,_,50.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ポケモンいれかえ,ノーマル,012/019,_,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ポケモンキャッチャー,UR,076/069,BW4,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000,3000,3000
ポケモン通信,U,082/095,SM9,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
ポケモン通信,UR,116/095,SM9,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200,2200,2200
ポケモン通信,P,330/SM-P,PROMO,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
ポケモン通信,ノーマル,065/070,_,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ポケモン通信,ノーマル,065/070,_,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ポケモン通信,U,054/064,SM11a,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
ポケモン通信,TR,094/095,SM12,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ポケモン通信,P,402/SM-P,PROMO,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
ポケモン通信,_,131/173,SM12a,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
ポケモン通信,_,132/173,SM12a,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
ポケモン通信,_,016/024,SB,300.0,350.0,250.0,250.0,250.0,250.0,250.0,250.0,300,300,300
炎の結晶,U,083/095,SM10,150.0,150.0,100.0,100.0,100.0,100.0,100.0,120.0,100,100,100
炎の結晶,UR,114/095,SM10,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
炎の結晶,_,133/173,SM12a,150.0,150.0,100.0,100.0,100.0,100.0,100.0,120.0,100,100,100
炎の結晶,M,133/173,SM12a,150.0,150.0,100.0,100.0,100.0,100.0,100.0,120.0,100,100,100
マルチつけかえ,UR,065/049,SM2+,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
まんたんのくすり,UR,061/050,SM2K,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650,650,650
みがわりロボ,プロモーション,XY-P,_,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ミステリートレジャー,UR,109/094,SM6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ミッシングクローバー,UR,077/066,SM5S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
みみなりベル,P,304/SM-P,PROMO,450.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ムキムキダンベル,UR,063/051,SM3H,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350,350,350
ムキムキパッド,U,083/095,SM9,200.0,200.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
メタルコアバリア,UR,068/054,SM9b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
メタルゴーグル,UR,065/052,SM8a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
メタルソーサー,U,054/060,S1H,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,5,5
メタルソーサー,UR,075/060,S1H,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400,2400,2400
メタルソーサー,_,005/007,SP1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,5,5
メタルソーサー,_,099/127,SD,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,5,5
メタルソーサー,_,166/190,s4a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,5,5
メタルソーサー,M,166/190,s4a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,5,5
メモリーカプセル,U,092/100,s4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
メモリーカプセル,UR,121/100,s4,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
やみのいし,U,084/095,SM10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
Uターンボード,U,046/054,SM10b,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
Uターンボード,UR,067/054,SM10b,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400,1400,1400
Uターンボード,_,143/173,SM12a,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
Uターンボード,M,143/173,SM12a,30.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
リーリエのピッピ人形,U,043/049,SM11b,50.0,50.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
リーリエのピッピ人形,UR,074/049,SM11b,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350,1350,1350
リセットスタンプ,U,046/054,SM10a,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,UR,068/054,SM10a,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500,5500,5500
リセットスタンプ,_,136/173,SM12a,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,_,137/173,SM12a,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,_,016/021,SC炎,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,_,016/020,SC悪,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,_,100/127,SD,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,M,136/173,SM12a,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,M,137/173,SM12a,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リセットスタンプ,_,016/021,sC2,180.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
竜の鉤爪,UR,066/053,SM6a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
レインボーブラシ,UR,111/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
レスキュータンカ,UR,063/051,SM3N,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
レベルボール,U,071/081,XY7,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レベルボール,ノーマル,008/010,SNP黄,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
レベルボール,ノーマル,008/010,SNP紫,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
レベルボール,ノーマル,121/171,XY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レベルボール,ノーマル,121/171,XY,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レベルボール,ノーマル,029/048,XY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レベルボール,U,049/052,BW3,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レベルボール,ノーマル,037/046,MDB,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レベルボール,プロモーション,BW-P,PROMO,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000,3000,3000
ロストミキサー,UR,110/095,SM8,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ロトム図鑑,UR,072/060,SM1S,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
戒めの祠,UR,115/095,SM10,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
エーテルパラダイス保護区,UR,070/055,SM9a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
格闘道場,U,089/095,SM10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
格闘道場,UR,079/064,SM11a,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400,1400,1400
格闘道場,_,161/173,SM12a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
格闘道場,_,023/024,SB,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
格闘道場,_,125/127,SD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
カスミのハナダシティジム,_,029/031,SMK,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
巨大なカマド,UR,117/095,SM12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
混沌のうねり,U,091/095,SM11,150.0,150.0,150.0,150.0,150.0,150.0,150.0,120.0,120,120,120
サイレントラボ,U,069/070,XY5,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350,350,350
サイレントラボ,表記なし,155/171,BESTXY,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350,350,350
サンダーマウンテン◆,PR,058/060,SM7a,30.0,30.0,30.0,30.0,30.0,50.0,50.0,50.0,50,50,50
サンダーマウンテン◆,PR,163/173,SM12a,30.0,30.0,30.0,30.0,30.0,50.0,50.0,50.0,50,50,50
スカイフィールド,U,077/078,_,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
スカイフィールド,表記なし,129/131,CP4,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
スカイフィールド,表記なし,158/171,BESTXY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
スカイフィールド,_,040/041,XY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
スパイクタウン,U,097/100,s3,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
せせらぎの丘,UR,118/095,SM9,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
タケシのニビシティジム,_,030/031,SMK,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
タチワキシティジム,U,057/059,BW6,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
チャンピオンズフェスティバル,P,XY-P,PROMO※WORLDS14,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,15000
チャンピオンズフェスティバル,P,XY-P,PROMO※WORLDS15,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000,13000,13000
チャンピオンズフェスティバル,P,XY-P,PROMO※WORLDS16,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,15000
チャンピオンズフェスティバル,P,SM-P,PROMO※WORLDS19,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000,13000,13000
チャンピオンズフェスティバル,P,BW-P,PROMO※WORLDS13,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,15000
